"Data Source","World Development Indicators",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"OECD members","OED","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","10065000000","9746000000","9469000000","12669000000","17024000000","15527000000","13505000000","12803000000","13494000000","17001000000","14152000000","19507000000","18600000000","18974000000","19275000000","24402000000","24214000000","23185000000","23420000000","19069000000","21524000000","26328000000","26237000000","25703000000","23731000000","20858000000","20664000000","21327000000","20512000000","20635000000","18231000000","19982000000","19932000000","20323000000","19627000000","17619000000","18878000000","23716000000","24320000000","18879000000","13790000000","12222000000","10747000000","12189000000","13830000000","15319000000","17757000000","19560000000","16178000000","16970000000","16530000000","18974000000","16459000000","15831000000","19288000000","20031000000","21793000000","23076000000",
"Oman","OMN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","5000000","","","","","","","","","5000000","","","","","","","","0","","","","","","","","","","","1000000","","","","","","","","","","","","7000000",
"Other small states","OSS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","6000000","","","","3000000","","","","","","","","","15000000","30000000","30000000","","","","","","","1000000","82000000","3000000","","","2000000","","","","","","3000000","1000000","9000000","8000000","9000000","24000000","4000000","","1000000","","","","","","","","1000000","3000000",
"Panama","PAN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","2000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","53000000","","","","","","","","","","","","","","","","","","","14000000","","","5000000","","","","","","","","","","","","","",
"Philippines","PHL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","","","4000000","","","","","","","","","","",
"Palau","PLW","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","5000000","5000000","12000000","111000000","237000000","234000000","319000000","309000000","288000000","323000000","268000000","274000000","272000000","158000000","232000000","299000000","406000000","382000000","317000000","229000000","207000000","346000000","211000000","115000000","90000000","130000000","265000000","222000000","232000000","20000000","105000000","55000000","56000000","","131000000","176000000","46000000","21000000","1000000","64000000","48000000","81000000","56000000","81000000","47000000","18000000","282000000","163000000","73000000","75000000","28000000","8000000","24000000","142000000","24000000","11000000","4000000","3000000",
"Pre-demographic dividend","PRE","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","3000000","","","","","","","1000000","0","","","1000000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","11000000","12000000","","","","20000000","29000000","5000000","148000000","250000000","88000000","57000000","65000000","212000000","189000000","58000000","4000000","113000000","131000000","137000000","24000000","41000000","47000000","47000000","81000000","55000000","58000000","73000000","162000000","134000000","47000000","20000000","20000000","20000000","20000000","20000000","","","","","1000000","","","",
"Portugal","PRT","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","2000000","","","","3000000","","5000000","11000000","105000000","21000000","","4000000","4000000","2000000","","","1000000","","","1000000","1000000","","71000000","","","","1000000","","","","","","","","","","","","","","","99000000","46000000","","0","0","","18000000","7000000","172000000","56000000",
"Paraguay","PRY","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","10060000000","9741000000","9457000000","12558000000","16782000000","15283000000","13172000000","12481000000","13183000000","16654000000","13871000000","19214000000","18297000000","18800000000","18992000000","24003000000","23746000000","22601000000","22931000000","18721000000","21014000000","25763000000","25769000000","25198000000","23451000000","20519000000","20148000000","21046000000","20226000000","20491000000","18091000000","19817000000","19735000000","19891000000","19475000000","17352000000","18853000000","24344000000","24908000000","19818000000","13859000000","12184000000","10471000000","12065000000","13412000000","15184000000","17542000000","19382000000","16127000000","16571000000","16416000000","19032000000","17443000000","16028000000","19394000000","19667000000","20822000000","21810000000",
"French Polynesia","PYF","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40000000","","","","","","9000000","","","","","","","2000000","","","","","0","","","","","","",
"Romania","ROU","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","6000000","9000000","9000000","1000000","","","","27000000","44000000","48000000","30000000","91000000","101000000","173000000","99000000","28000000","35000000","52000000","25000000","7000000","5000000","14000000","16000000","29000000","9000000","4000000","11000000","2000000","19000000","3000000","","","24000000","","3000000","8000000","32000000","","2000000","1000000","0","108000000","108000000","","","","",
"Russian Federation","RUS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2605000000","3439000000","1478000000","3889000000","3572000000","3347000000","2040000000","4264000000","4503000000","5330000000","5734000000","5171000000","6281000000","5222000000","5143000000","5528000000","6232000000","4969000000","6091000000","8568000000","8283000000","7805000000","5224000000","5608000000","6937000000","6148000000",
"Rwanda","RWA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","6000000","1000000","","","9000000","2000000","21000000","24000000","31000000","","","27000000","","","","32000000","","","","","","","1000000","85000000","3000000","","","4000000","","","","8000000","0","24000000","3000000","9000000","12000000","36000000","43000000","37000000","23000000","16000000","27000000","5000000","3000000","","14000000","36000000","42000000","43000000","59000000",
"Saudi Arabia","SAU","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","4000000","3000000","","","","2000000","","","","0","13000000","","","","33000000","","","3000000","4000000","","","","","","","","14000000","","","1000000","","","","","","","","","","18000000","","","","1000000","62000000","","","","","","",
"Sudan","SDN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","4000000","","","","","","","","","","","","","","","","","","","","","","","","","","","11000000","","","","",
"Senegal","SEN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","3000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Singapore","SGP","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","2000000","","","","17000000","","","30000000","72000000","","15000000","","25000000","91000000","","","81000000","25000000","87000000","44000000","3000000","3000000","11000000","30000000","","0","46000000","23000000","11000000","11000000","","4000000","","65000000","","","","","31000000","24000000","13000000","76000000","1000000","2000000","48000000","47000000","",
"Solomon Islands","SLB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","","","","","","","","",
"San Marino","SMR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20000000","5000000","","","","11000000","","","","","5000000","5000000","45000000","1000000","31000000","4000000","11000000","11000000","10000000","35000000","23000000","2000000",
"Sub-Saharan Africa (excluding high income)","SSA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","27000000","33000000","","","","","","5000000","","14000000","3000000","6000000","12000000","2000000","2000000","18000000","19000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","27000000","33000000","","","","","","5000000","","14000000","3000000","6000000","12000000","2000000","2000000","18000000","19000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173000000","37000000","97000000","59000000","55000000","10000000","125000000","37000000","53000000","32000000","","46000000","","7000000","22000000","8000000","","","","4000000","1000000","8000000","3000000","18000000","22000000",
"Slovenia","SVN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","",
"Sweden","SWE","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","38000000","45000000","44000000","13000000","22000000","32000000","56000000","55000000","60000000","36000000","262000000","550000000","138000000","15000000","75000000","122000000","70000000","53000000","54000000","263000000","156000000","130000000","125000000","113000000","224000000","209000000","317000000","233000000","515000000","403000000","231000000","156000000","149000000","103000000","111000000","196000000","349000000","105000000","339000000","389000000","361000000","898000000","163000000","515000000","294000000","532000000","388000000","334000000","452000000","407000000","657000000","692000000","476000000","386000000","335000000","184000000","267000000","83000000",
"Eswatini","SWZ","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","14000000","","","","2000000","2000000","","0","","","","","178000000","46000000","1000000","29000000","31000000","","15000000","","","","40000000","40000000","","","0","0","","","","","","","","","3000000","","","20000000","20000000","","","","","","","",
"Turks and Caicos Islands","TCA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","20000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","285000000","35000000","51000000","18000000","61000000","419000000","619000000","410000000","730000000","657000000","905000000","","","","","","","","","","","","","","","","","","","","","","","","","1038000000","","","","392000000","","","","707000000","445000000","294000000","785000000","514000000","650000000","1140000000","1479000000","1261000000","1509000000","2006000000","1152000000","1832000000","2288000000","1235000000",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","5000000","5000000","12000000","111000000","237000000","234000000","319000000","309000000","288000000","323000000","268000000","280000000","281000000","167000000","233000000","","","","344000000","273000000","278000000","387000000","","220000000","","","399000000","","","","","","","","1965000000","4322000000","4063000000","4509000000","2862000000","5970000000","5234000000","6051000000","6354000000","6080000000","6740000000","5719000000","6210000000","6586000000","7120000000","5810000000","7092000000","9567000000","10134000000","9169000000","6156000000","6592000000","8103000000","6675000000",
"Togo","TGO","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7000000","7000000","","93000000","","","","","","","","","","2000000","2000000",
"Tajikistan","TJK","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","8000000","12000000","6000000","","4000000","","","0","","","","","","","","72000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","3000000","0","12000000","8000000","2000000","","13000000","32000000","32000000","21000000","76000000","42000000","","28000000","140000000","","","","","","158000000","","426000000","206000000","","","","","","","","","","","83000000","","","14000000","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","6000000","1000000","","","9000000","2000000","21000000","24000000","31000000","","","27000000","","","","32000000","","","","","","","1000000","85000000","3000000","","","4000000","","","","8000000","0","24000000","3000000","9000000","12000000","36000000","43000000","37000000","23000000","16000000","27000000","5000000","3000000","","14000000","36000000","42000000","43000000","59000000",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","27000000","33000000","","","","","","5000000","","14000000","3000000","6000000","12000000","2000000","2000000","18000000","19000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkey","TUR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","23000000","11000000","","","","","","","","","","","","","","3000000","3000000","0","3000000","43000000","19000000","5000000","26000000","42000000","28000000","23000000","82000000","66000000","111000000","63000000","72000000","86000000","143000000","156000000","165000000","288000000","311000000","244000000",
"Tuvalu","TUV","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uganda","UGA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165000000","82000000","236000000","167000000","256000000","558000000","708000000","732000000","270000000","511000000","310000000","307000000","199000000","292000000","544000000","631000000","388000000","414000000","479000000","569000000","1487000000","655000000","651000000","400000000","535000000","240000000",
"Upper middle income","UMC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","317000000","80000000","","","","","","443000000","","691000000","","","","","","","","","","","","","","","","","","","","","","","","","","4986000000","","","","","","","","","7052000000","","6454000000","6467000000","7573000000","6523000000","8431000000","10211000000","10393000000","10555000000","6906000000","8097000000","9876000000","7770000000",
"Uruguay","URY","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","6000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","","","","","","","","","","","","","","","","","",
"United States","USA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","6055000000","6338000000","5964000000","8944000000","12235000000","11155000000","8404000000","7256000000","8447000000","11762000000","9007000000","11723000000","10787000000","12025000000","12251000000","16157000000","15738000000","14431000000","14068000000","9719000000","10730000000","13611000000","14015000000","13939000000","11887000000","10801000000","11683000000","12258000000","11884000000","11344000000","10732000000","12515000000","14132000000","13847000000","11523000000","11216000000","10891000000","14552000000","15728000000","11568000000","7605000000","5693000000","4967000000","5670000000","6850000000","6777000000","7512000000","7866000000","6828000000","6912000000","8063000000","9087000000","9122000000","7660000000","9656000000","10048000000","10304000000","12394000000",
"Uzbekistan","UZB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","252000000","126000000","4000000","","","","209000000","209000000","209000000","","","","34000000","68000000","",
"St. Vincent and the Grenadines","VCT","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","17000000","","","","","","13000000","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","1000000","","7000000","","3000000","40000000","","","","","","","","",
"British Virgin Islands","VGB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14000000","","","","","","","","","","","",
"Vanuatu","VUT","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","6000000","","","","","","","","","","","51000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","27000000","33000000","","","","","","4000000","","14000000","3000000","5000000","12000000","1000000","2000000","18000000","16000000","0","","","39000000","39000000","1000000","","","25000000","25000000","28000000","25000000","0","","54000000","75000000","54000000","11000000","17000000","31000000","7000000","22000000","27000000","20000000","37000000","17000000","43000000","72000000","30000000","184000000","126000000","139000000","103000000","235000000","71000000","182000000","96000000","64000000","58000000","65000000","74000000",
"Zambia","ZMB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zimbabwe","ZWE","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","3000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000000","","","","","","","","","","","","","","","","",
