"Data Source","World Development Indicators",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Faroe Islands","FRO","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","2147000000","1174000000","1115000000","1297000000","1405000000","1473000000","1340000000","1976000000","1617000000","1761000000","887000000","2144000000","2364000000","2751000000","2337000000","2335000000","2434000000","2128000000","2141000000","1451000000","1638000000","2333000000","2525000000","2514000000","2532000000","2121000000","1968000000","3587000000","2551000000","3549000000","1867000000","1523000000","1180000000","1421000000","1539000000","1475000000","1662000000","2386000000","1413000000","1368000000","1623000000","1377000000","1090000000","744000000","1206000000","1060000000","987000000","974000000","967000000","1050000000","1151000000","1025000000","899000000","1580000000","1645000000","1149000000","1365000000","1214000000",
"Georgia","GEO","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46000000","69000000","","69000000","","16000000","","","","","","","","","","","","7000000","7000000",
"Ghana","GHA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","6000000","","","","","","","","","","","","","","","","","","","","","","","","","","19000000","","","","","","","","","","","","",
"Gibraltar","GIB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","7000000","1000000","","","","","","","","","","","","","","","","","","","","","","","","","","","15000000","10000000","18000000","","19000000","31000000","9000000","3000000","2000000","2000000","","6000000","22000000","13000000","23000000","","","","","","","","","","","30000000",
"Grenada","GRD","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","2000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","10071000000","9746000000","9475000000","12669000000","17028000000","15527000000","13505000000","12822000000","13505000000","17001000000","14152000000","19509000000","18767000000","18974000000","19283000000","24419000000","24215000000","23203000000","23450000000","19152000000","21526000000","26389000000","26240000000","25743000000","23829000000","20862000000","20669000000","21413000000","20538000000","20764000000","18289000000","19985000000","19935000000","20399000000","19661000000","17650000000","18940000000","23799000000","24435000000","18856000000","13787000000","12231000000","10727000000","12147000000","13880000000","15308000000","17714000000","19497000000","16068000000","16988000000","16522000000","18991000000","16394000000","15709000000","19155000000","19912000000","21614000000","22916000000",
"Hong Kong SAR, China","HKG","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","1000000","0","","","1000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","","","","","","","","","","","","","","","","","3000000",
"Haiti","HTI","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","18000000","18000000","37000000","28000000","","","8000000","44000000","8000000","8000000","","","","","4000000","30000000","4000000","4000000","","","","","","","","","","21000000","","6000000","","24000000","","","","","34000000","","","82000000","","9000000","","","","","","41000000","","","","",
"IBRD only","IBD","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","328000000","85000000","","","","","","755000000","","1035000000","","","","","","","","","","","","","","","","","","","","","","","","","","5371000000","","","","","","","","","7366000000","","7337000000","","8150000000","7039000000","","10800000000","","","7644000000","","10558000000","8181000000",
"IDA & IBRD total","IBT","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","328000000","85000000","","","","","","762000000","","1035000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7365000000","","","","","","","","","","10632000000","8189000000",
"IDA total","IDA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","3000000","","","7000000","0","","14000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","3000000","","","6000000","","","","3000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","7000000","","","","","","","12000000","","","","","","","","9000000","","4000000","","","","","8000000","4000000","","","","","","","16000000","16000000","25000000","","8000000","","49000000","","16000000","49000000","","25000000","8000000","8000000","","1000000","","","8000000","","","","","94000000","102000000",
"IDA only","IDX","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","1000000","0","","14000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","1000000","","","6000000","2000000","21000000","24000000","31000000","","","27000000","22000000","","","2000000","","","","","0","1000000","0","3000000","0","1000000","9000000","2000000","2000000","0","0","0","0","21000000","2000000","0","4000000","27000000","19000000","33000000","23000000","15000000","27000000","5000000","3000000","","14000000","36000000","42000000","42000000","56000000",
"Not classified","INX","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","2000000","9000000","9000000","2000000","","","","","","","","","","","","","","","","","","","","","","","","15000000","30000000","29000000","26000000","26000000","25000000","1000000","25000000","26000000","13000000","","","",
"Iran, Islamic Rep.","IRN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","3000000","","","","","28000000","","","23000000","6000000","106000000","6000000","129000000","81000000","","","","","0","0","0","0","1000000","1000000","1000000","1000000","1000000","1000000","0","1000000","1000000","1000000","0","1000000","2000000","0","0","0","0","0","3000000","9000000","1000000","2000000","75000000","","43000000","45000000","45000000","86000000","21000000","12000000","47000000","15000000","5000000","10000000",
"Iraq","IRQ","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","3000000","","","","","","","","","","","","","","","","","","","","28000000","","","","","","","","168000000","20000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","5000000","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","5000000","10000000","14000000","13000000","23000000","24000000","13000000","21000000","31000000","16000000","51000000","118000000","62000000","202000000","212000000","192000000","279000000","221000000","257000000","418000000","281000000","209000000","354000000","137000000","75000000","212000000","85000000","152000000","324000000","383000000","296000000","166000000","286000000","247000000","229000000","190000000","404000000","469000000","574000000","409000000","609000000","510000000","406000000","544000000","349000000","737000000","655000000","541000000","461000000","426000000","399000000","727000000","1433000000","1263000000",
"Italy","ITA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","104000000","244000000","261000000","240000000","385000000","295000000","243000000","149000000","192000000","325000000","280000000","395000000","296000000","341000000","417000000","526000000","529000000","505000000","691000000","1303000000","1168000000","1715000000","1699000000","1212000000","1278000000","920000000","228000000","617000000","386000000","335000000","206000000","349000000","248000000","341000000","208000000","297000000","291000000","454000000","426000000","504000000","208000000","256000000","478000000","365000000","263000000","832000000","553000000","749000000","422000000","512000000","537000000","944000000","747000000","867000000","683000000","711000000","670000000","660000000",
"Jamaica","JAM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","36000000","","22000000","9000000","50000000","","18000000","","","","","","76000000","","2000000","7000000","","7000000","64000000","","","","","65000000","","","6000000","","","","","","","42000000","20000000","","13000000","13000000","28000000","117000000","","21000000","25000000","114000000","8000000","17000000","77000000",
"Japan","JPN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","1000000","61000000","100000000","8000000","14000000","","5000000","","","34000000","","15000000","8000000","34000000","53000000","","","","9000000","11000000","167000000","","","17000000","17000000","44000000","99000000","","","15000000","30000000","68000000","126000000","153000000","162000000","158000000","188000000","32000000","","","","","","","","","","40000000","","","","","","","","","","2000000",
"Kazakhstan","KAZ","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13000000","12000000","3000000","6000000","183000000","19000000","12000000","","","5000000","","6000000","","","","","","","","","","","",
"Kenya","KEN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","8000000","","","","","","","","","","2000000","","2000000","","","","","","","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57000000","","","","","","","","92000000","","","18000000","18000000","14000000","","","","","","","4000000","5000000","5000000",
"Cambodia","KHM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","","1000000","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","141000000","","","","","","","105000000","105000000","130000000","65000000","","126000000","33000000","78000000","","51000000","48000000","72000000","118000000","","60000000","7000000","27000000","24000000","21000000","32000000","","10000000","228000000","","96000000","73000000","108000000","158000000","279000000","109000000","224000000","197000000","331000000","218000000","347000000","163000000","101000000","585000000","587000000",
"Kuwait","KWT","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","3000000","","","","","","","","","","","","","24000000","","","","4000000","","","","","","","","","","","","","","95000000","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","2000000","12000000","","","","","","","","","","","","","","73000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","","","","","","1000000","","","","","","","","","","","45000000","","","","","","","","","","","","","","","",
"Liberia","LBR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","0","0","","26000000","4000000","","8000000","398000000","95000000","107000000","168000000","14000000","54000000","32000000","10000000","14000000","64000000","7000000","36000000","","","","3000000","","","3000000","10000000","","","","21000000","16000000","113000000","113000000","18000000","10000000","18000000","32000000","28000000","0","","","","","","",
"St. Lucia","LCA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","8000000","12000000","6000000","","4000000","","","0","","","","","","","","73000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","1000000","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","3000000","","","","0","","14000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000000","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","0","9000000","15000000","2000000","","13000000","10000000","27000000","21000000","51000000","10000000","2000000","21000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","317000000","80000000","","","","","","453000000","","712000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7501000000","","7101000000","","","7233000000","","","","","","","10628000000","8183000000",
"Lesotho","LSO","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","298000000","52000000","65000000","122000000","298000000","653000000","938000000","723000000","","","","","","841000000","","","","","","","","","","","","","","","","","","","","","","5357000000","","","","","","","","","6911000000","5595000000","6433000000","6511000000","7289000000","6330000000","7863000000","9903000000","9997000000","10172000000","6524000000","","9384000000","7454000000",
"Lithuania","LTU","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000000","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","",
"Latvia","LVA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9000000","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","2000000","","","","","","","6000000","","","","","","","","","6000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Monaco","MCO","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11000000","","36000000","","","217000000","","","6000000","42000000","60000000","10000000","","18000000","3000000","19000000","29000000","20000000","","11000000","","","","","","",
"Madagascar","MDG","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","12000000","8000000","7000000","10000000","27000000","52000000","58000000","45000000","89000000","","139000000","","","","","","","","","438000000","","","380000000","","","","","","","","","500000000","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","317000000","80000000","","","","","","453000000","","712000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7454000000","","7078000000","","","7193000000","","","","","","","10628000000","8183000000",
"Macedonia, FYR","MKD","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000000","","","","","","","","","","","5000000","","",
"Myanmar","MMR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","3000000","0","12000000","8000000","2000000","","13000000","32000000","32000000","21000000","76000000","42000000","","28000000","140000000","","","","","","158000000","","426000000","206000000","","","","","","","","","","","83000000","","","14000000","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71000000","109000000","","","18000000","","","","","","","0",
"Mongolia","MNG","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritania","MRT","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","7000000","","","","","","","","","","","6000000","","","","","","","","","","","","","0","","","","11000000","","","","","","","","","","0","","","","","","","","",
"North America","NAC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","6105000000","6649000000","6152000000","9157000000","12487000000","11266000000","8505000000","7308000000","8644000000","11928000000","9203000000","12016000000","11114000000","12155000000","12372000000","16305000000","16067000000","14600000000","14258000000","9914000000","10891000000","13741000000","14274000000","14059000000","11995000000","10901000000","11950000000","12530000000","12037000000","11393000000","10833000000","12636000000","14275000000","13993000000","11690000000","11479000000","11050000000","14647000000","15768000000","11647000000","7679000000","5822000000","5145000000","5948000000","7128000000","7012000000","7748000000","8199000000","7066000000","7098000000","8307000000","9408000000","9461000000","7922000000","9903000000","10404000000","10448000000","12481000000",
"Namibia","NAM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","3000000","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","2000000","","72000000","17000000","","5000000","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","36000000","108000000","99000000","79000000","93000000","97000000","79000000","95000000","350000000","111000000","5000000","161000000","143000000","205000000","82000000","64000000","312000000","424000000","356000000","308000000","628000000","813000000","683000000","474000000","366000000","175000000","323000000","483000000","735000000","558000000","416000000","455000000","365000000","455000000","627000000","473000000","499000000","614000000","624000000","350000000","284000000","203000000","233000000","331000000","204000000","505000000","1146000000","1213000000","446000000","495000000","371000000","546000000","863000000","367000000","631000000","464000000","471000000","1167000000",
"Norway","NOR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","38000000","","25000000","55000000","67000000","65000000","80000000","140000000","65000000","53000000","","8000000","31000000","10000000","","8000000","8000000","8000000","93000000","161000000","158000000","278000000","68000000","35000000","","42000000","29000000","54000000","34000000","127000000","85000000","170000000","75000000","51000000","64000000","21000000","4000000","19000000","3000000","5000000","3000000","42000000","92000000","101000000","66000000","6000000","17000000","65000000","118000000","155000000","159000000","151000000","172000000","175000000","164000000","240000000","150000000","134000000",
"Nepal","NPL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","1000000","1000000","0","","","0","2000000","5000000","3000000","","","","","","1000000","2000000","","10000000","7000000","0","","","","","34000000","4000000","","3000000","","","","","1000000","1000000","","1000000","","1000000","0","","","","","","","75000000","","","1000000","12000000","4000000",
